"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"강원도 동해시 동회동","49-1","0049","0001","대아주택2차","59.76","202202","26","5,250","1","1991","효자남2길 9","","중개거래","강원 동해시"
"강원도 동해시 동회동","451","0451","0000","북삼하우스디아파트","84.9625","202202","16","31,300","3","2018","효자남길 33-20","","중개거래","강원 동해시"
"강원도 동해시 동회동","451","0451","0000","북삼하우스디아파트","74.7297","202202","16","27,300","7","2018","효자남길 33-20","","중개거래","강원 동해시"
"강원도 동해시 동회동","451","0451","0000","북삼하우스디아파트","74.3567","202202","16","28,500","18","2018","효자남길 33-20","","중개거래","강원 동해시"
"강원도 동해시 동회동","442","0442","0000","현대4차","73.4675","202202","7","12,500","15","1998","청운1길 29","","직거래","-"
"강원도 동해시 동회동","442","0442","0000","현대4차","73.4675","202202","7","12,000","5","1998","청운1길 29","","직거래","-"
"강원도 동해시 동회동","442","0442","0000","현대4차","59.3575","202202","14","8,200","15","1998","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 동회동","442","0442","0000","현대5차","134.783","202202","16","21,000","15","1999","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 동회동","90","0090","0000","협성1차","59.6","202202","15","6,000","5","1995","효자남길 10","","중개거래","강원 동해시"
"강원도 동해시 동회동","86","0086","0000","협성2차","59.6","202202","12","4,800","5","1999","효자남길 8-7","","중개거래","강원 동해시"
"강원도 동해시 발한동","599-5","0599","0005","경민2차","79.15","202202","5","8,000","2","1991","수원지2길 6-16","","직거래","-"
"강원도 동해시 발한동","597-36","0597","0036","대원","22.23","202202","3","900","5","1990","수원지2길 2","","직거래","-"
"강원도 동해시 발한동","802","0802","0000","동해KD아람채","84.9369","202202","9","25,950","9","2019","지리골길 33","","중개거래","강원 동해시"
"강원도 동해시 발한동","219-5","0219","0005","동해프라자","84.99","202202","18","9,300","14","1988","발한로 176","","중개거래","강원 동해시"
"강원도 동해시 발한동","516-1","0516","0001","삼화","50.85","202202","18","5,700","2","1991","동호3길 47","","중개거래","강원 동해시"
"강원도 동해시 발한동","125-2","0125","0002","성남","53.67","202202","8","4,000","3","1986","붉은언덕길 6","","직거래","-"
"강원도 동해시 발한동","127-1","0127","0001","성남(라동)","53.48","202202","10","4,700","3","1988","붉은언덕길 6","","직거래","-"
"강원도 동해시 발한동","599-1","0599","0001","우석1차","32.28","202202","7","3,000","4","1985","수원지2길 17-4","","중개거래","강원 동해시"
"강원도 동해시 발한동","801","0801","0000","현대비에스앤씨현대썬앤빌동해파크힐","59.8993","202202","4","20,700","19","2018","지리골길 31","","중개거래","강원 동해시"
"강원도 동해시 발한동","801","0801","0000","현대비에스앤씨현대썬앤빌동해파크힐","59.8993","202202","5","20,700","19","2018","지리골길 31","20220317","중개거래","강원 동해시"
"강원도 동해시 발한동","801","0801","0000","현대비에스앤씨현대썬앤빌동해파크힐","75.5994","202202","8","24,900","9","2018","지리골길 31","","중개거래","강원 동해시"
"강원도 동해시 발한동","801","0801","0000","현대비에스앤씨현대썬앤빌동해파크힐","68.7256","202202","9","25,000","18","2018","지리골길 31","","중개거래","세종시"
"강원도 동해시 발한동","801","0801","0000","현대비에스앤씨현대썬앤빌동해파크힐","59.8993","202202","20","22,100","14","2018","지리골길 31","","중개거래","강원 동해시"
"강원도 동해시 부곡동","9-2","0009","0002","동성","61.56","202202","4","4,300","2","1987","부곡4길 26","","중개거래","강원 동해시"
"강원도 동해시 부곡동","9-2","0009","0002","동성","61.56","202202","21","4,900","4","1987","부곡4길 26","","직거래","-"
"강원도 동해시 부곡동","31-2","0031","0002","삼화미성","58.83","202202","14","4,200","5","1991","부곡4길 10","","중개거래","강원 동해시"
"강원도 동해시 부곡동","80","0080","0000","선샤인파크","77.1","202202","15","13,300","11","2005","임항로 10","","중개거래","강원 동해시"
"강원도 동해시 부곡동","80","0080","0000","선샤인파크","76.34","202202","19","11,300","11","2005","임항로 10","","중개거래","강원 동해시"
"강원도 동해시 부곡동","64","0064","0000","성협1차","65.34","202202","18","4,000","4","1990","수원지1길 16","","직거래","-"
"강원도 동해시 부곡동","64","0064","0000","성협1차","65.34","202202","22","5,000","3","1990","수원지1길 16","","중개거래","강원 동해시"
"강원도 동해시 부곡동","69-7","0069","0007","영동3차","59.63","202202","4","5,200","4","1992","가마골길 41","","중개거래","강원 강릉시"
"강원도 동해시 부곡동","599-32","0599","0032","우석2차","41.25","202202","19","5,000","4","1987","수원지2길 23-6","","중개거래","강원 동해시"
"강원도 동해시 부곡동","5-82","0005","0082","일정골든타워","84.95","202202","19","14,000","4","1996","해안로 449","","중개거래","강원 동해시"
"강원도 동해시 부곡동","5-82","0005","0082","일정골든타워","59.93","202202","21","8,000","6","1996","해안로 449","","중개거래","강원 동해시"
"강원도 동해시 북평동","233","0233","0000","성협4차","84.9","202202","28","5,900","6","1992","단봉길 6","","중개거래","강원 동해시"
"강원도 동해시 송정동","849-83","0849","0083","덕산","99.99","202202","25","12,300","4","2009","송정중앙로 68","","직거래","-"
"강원도 동해시 쇄운동","173-6","0173","0006","보배","54.21","202202","17","3,400","11","1997","효자로 600-1","","직거래","-"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","60","202202","8","8,100","3","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","60","202202","8","8,450","12","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202202","10","5,800","6","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202202","12","6,050","11","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","60","202202","12","9,300","12","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202202","12","6,050","10","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202202","14","6,000","12","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","60","202202","17","9,100","8","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202202","17","5,800","11","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202202","22","6,000","7","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202202","23","5,800","14","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","348","0348","0000","한림","35.23","202202","15","3,200","4","1988","언당길 16","","중개거래","강원 동해시"
"강원도 동해시 어달동","1-83","0001","0083","삼본임대","40.965","202202","28","6,000","6","1996","해맞이길 231","","중개거래","강원 동해시"
"강원도 동해시 용정동","260-2","0260","0002","범주성지","46.29","202202","4","6,800","1","1996","초원2길 5","","중개거래","강원 동해시"
"강원도 동해시 이도동","751","0751","0000","동해아이파크","59.95","202202","4","20,000","1","2018","배골길 32-4","","중개거래","강원 동해시"
"강원도 동해시 이도동","753","0753","0000","동해이도코아루더스카이","84.9464","202202","16","29,450","20","2019","동해대로 4833","","중개거래","강원 동해시"
"강원도 동해시 이도동","753","0753","0000","동해이도코아루더스카이","84.9464","202202","20","29,000","19","2019","동해대로 4833","","중개거래","강원 동해시"
"강원도 동해시 이도동","753","0753","0000","동해이도코아루더스카이","84.9464","202202","27","29,000","18","2019","동해대로 4833","","중개거래","강원 동해시"
"강원도 동해시 이도동","155","0155","0000","이도1주공","49.62","202202","8","6,200","13","1999","이원길 180-2","","직거래","-"
"강원도 동해시 이도동","155","0155","0000","이도1주공","49.62","202202","23","6,500","11","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","155","0155","0000","이도1주공","49.62","202202","23","6,200","1","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","155","0155","0000","이도1주공","49.62","202202","23","6,200","1","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","155","0155","0000","이도1주공","49.62","202202","23","6,500","11","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","155","0155","0000","이도1주공","49.62","202202","25","6,300","4","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","155","0155","0000","이도1주공","49.62","202202","25","6,200","9","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","154","0154","0000","이도2주공","59.39","202202","8","9,400","12","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","154","0154","0000","이도2주공","59.39","202202","16","8,200","6","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","154","0154","0000","이도2주공","59.39","202202","18","8,500","10","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","154","0154","0000","이도2주공","59.39","202202","22","8,700","2","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","172","0172","0000","현대","59.97","202202","24","8,200","10","1996","이원길 180","","중개거래","강원 동해시"
"강원도 동해시 이로동","433-31","0433","0031","동해규수방","41.94","202202","17","3,000","4","2007","월평로 49","","중개거래","강원 동해시"
"강원도 동해시 천곡동","1077-2","1077","0002","동아","77.58","202202","28","9,000","2","1992","천곡로 56-3","","중개거래","강원 동해시"
"강원도 동해시 천곡동","91-2","0091","0002","롯데","84.81","202202","25","12,099","3","1996","감추7길 22-11","","직거래","-"
